,combination,extinction_size
488,BY_y_cv0.04_cy0.84,173.94780836328098
489,BY_y_cv0.04_cy0.85,173.95311698538114
490,BY_y_cv0.04_cy0.86,173.94655159722467
491,BY_y_cv0.04_cy0.87,173.94416094015122
492,BY_y_cv0.04_cy0.88,173.93765871238028
493,BY_y_cv0.04_cy0.89,173.93210125094777
494,BY_y_cv0.04_cy0.90,173.9255869537623
495,BY_y_cv0.04_cy0.91,173.9190458359812
496,BY_y_cv0.04_cy0.92,173.91237065230015
497,BY_y_cv0.04_cy0.93,173.91557624940637
498,BY_y_cv0.04_cy0.94,173.91527828402323
499,BY_y_cv0.04_cy0.95,173.91288636529774
500,BY_y_cv0.04_cy0.96,173.9063914539311
501,BY_y_cv0.04_cy0.97,173.90082937804783
502,BY_y_cv0.04_cy0.98,173.8943251218643
503,BY_y_cv0.04_cy0.99,173.8876584588963
504,BY_y_cv0.04_cy1.00,173.88114621951644
505,BY_y_cv0.05_cy0.00,176.12877522942222
506,BY_y_cv0.05_cy0.01,176.1279011292918
507,BY_y_cv0.05_cy0.02,176.13153568401833
508,BY_y_cv0.05_cy0.03,176.1310679244549
509,BY_y_cv0.05_cy0.04,176.13340520533458
510,BY_y_cv0.05_cy0.05,176.1004591297489
511,BY_y_cv0.05_cy0.06,176.10990766541022
512,BY_y_cv0.05_cy0.07,176.10572822377566
513,BY_y_cv0.05_cy0.08,176.083572016341
514,BY_y_cv0.05_cy0.09,176.0874387512717
